article_id,title,description,text,body,tags,is_published,is_private,show_toc,is_featured,editor_type,user_id,author_name,url,relative_url,category_id,category_title,category_url,category_relative_url,is_stale,stale_reason,stale_source,stale_triggered_at,updated_at,created_at
ehi4d3icz5,Могу ли я выбрать вакцину импортного производителя?,,"Сейчас известно (от 07.12.2020) об одном китайском производителе, который получил разрешение Минздрава России на участие в масштабном международном исследовании III фазы по оценке эффективности и иммуногенности вакцины Ad5-nCoV. Международное исследование проводится в партнерстве с российской компанией ""Петровакс"". В клиническом исследовании принимают участие более 40 тыс. добровольцев, в том числе 8 тыс. граждан России. Первые группы добровольцев уже успешно вакцинированы. Они чувствуют себя хорошо, ни у кого из них не выявлено серьезных нежелательных явлений. Данная вакцина еще не получила регистрационное удостоверение и не поступила для массовой вакцинации. Источник: https://вакцина.стопкоронавирус.рф/","<p id=""docs-internal-guid-5e74fc5a-7fff-aac0-134e-e1ac2c035bb4"">&#1057;&#1077;&#1081;&#1095;&#1072;&#1089; &#1080;&#1079;&#1074;&#1077;&#1089;&#1090;&#1085;&#1086; (&#1086;&#1090; 07.12.2020) &#1086;&#1073; &#1086;&#1076;&#1085;&#1086;&#1084; &#1082;&#1080;&#1090;&#1072;&#1081;&#1089;&#1082;&#1086;&#1084; &#1087;&#1088;&#1086;&#1080;&#1079;&#1074;&#1086;&#1076;&#1080;&#1090;&#1077;&#1083;&#1077;, &#1082;&#1086;&#1090;&#1086;&#1088;&#1099;&#1081; &#1087;&#1086;&#1083;&#1091;&#1095;&#1080;&#1083; &#1088;&#1072;&#1079;&#1088;&#1077;&#1096;&#1077;&#1085;&#1080;&#1077; &#1052;&#1080;&#1085;&#1079;&#1076;&#1088;&#1072;&#1074;&#1072; &#1056;&#1086;&#1089;&#1089;&#1080;&#1080; &#1085;&#1072; &#1091;&#1095;&#1072;&#1089;&#1090;&#1080;&#1077; &#1074; &#1084;&#1072;&#1089;&#1096;&#1090;&#1072;&#1073;&#1085;&#1086;&#1084; &#1084;&#1077;&#1078;&#1076;&#1091;&#1085;&#1072;&#1088;&#1086;&#1076;&#1085;&#1086;&#1084; &#1080;&#1089;&#1089;&#1083;&#1077;&#1076;&#1086;&#1074;&#1072;&#1085;&#1080;&#1080; III &#1092;&#1072;&#1079;&#1099; &#1087;&#1086; &#1086;&#1094;&#1077;&#1085;&#1082;&#1077; &#1101;&#1092;&#1092;&#1077;&#1082;&#1090;&#1080;&#1074;&#1085;&#1086;&#1089;&#1090;&#1080; &#1080; &#1080;&#1084;&#1084;&#1091;&#1085;&#1086;&#1075;&#1077;&#1085;&#1085;&#1086;&#1089;&#1090;&#1080; &#1074;&#1072;&#1082;&#1094;&#1080;&#1085;&#1099; Ad5-nCoV. &#1052;&#1077;&#1078;&#1076;&#1091;&#1085;&#1072;&#1088;&#1086;&#1076;&#1085;&#1086;&#1077; &#1080;&#1089;&#1089;&#1083;&#1077;&#1076;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077; &#1087;&#1088;&#1086;&#1074;&#1086;&#1076;&#1080;&#1090;&#1089;&#1103; &#1074; &#1087;&#1072;&#1088;&#1090;&#1085;&#1077;&#1088;&#1089;&#1090;&#1074;&#1077; &#1089; &#1088;&#1086;&#1089;&#1089;&#1080;&#1081;&#1089;&#1082;&#1086;&#1081; &#1082;&#1086;&#1084;&#1087;&#1072;&#1085;&#1080;&#1077;&#1081; &#34;&#1055;&#1077;&#1090;&#1088;&#1086;&#1074;&#1072;&#1082;&#1089;&#34;. &#1042; &#1082;&#1083;&#1080;&#1085;&#1080;&#1095;&#1077;&#1089;&#1082;&#1086;&#1084; &#1080;&#1089;&#1089;&#1083;&#1077;&#1076;&#1086;&#1074;&#1072;&#1085;&#1080;&#1080; &#1087;&#1088;&#1080;&#1085;&#1080;&#1084;&#1072;&#1102;&#1090; &#1091;&#1095;&#1072;&#1089;&#1090;&#1080;&#1077; &#1073;&#1086;&#1083;&#1077;&#1077; 40 &#1090;&#1099;&#1089;. &#1076;&#1086;&#1073;&#1088;&#1086;&#1074;&#1086;&#1083;&#1100;&#1094;&#1077;&#1074;, &#1074; &#1090;&#1086;&#1084; &#1095;&#1080;&#1089;&#1083;&#1077; 8 &#1090;&#1099;&#1089;. &#1075;&#1088;&#1072;&#1078;&#1076;&#1072;&#1085; &#1056;&#1086;&#1089;&#1089;&#1080;&#1080;. &#1055;&#1077;&#1088;&#1074;&#1099;&#1077; &#1075;&#1088;&#1091;&#1087;&#1087;&#1099; &#1076;&#1086;&#1073;&#1088;&#1086;&#1074;&#1086;&#1083;&#1100;&#1094;&#1077;&#1074; &#1091;&#1078;&#1077; &#1091;&#1089;&#1087;&#1077;&#1096;&#1085;&#1086; &#1074;&#1072;&#1082;&#1094;&#1080;&#1085;&#1080;&#1088;&#1086;&#1074;&#1072;&#1085;&#1099;. &#1054;&#1085;&#1080; &#1095;&#1091;&#1074;&#1089;&#1090;&#1074;&#1091;&#1102;&#1090; &#1089;&#1077;&#1073;&#1103; &#1093;&#1086;&#1088;&#1086;&#1096;&#1086;, &#1085;&#1080; &#1091; &#1082;&#1086;&#1075;&#1086; &#1080;&#1079; &#1085;&#1080;&#1093; &#1085;&#1077; &#1074;&#1099;&#1103;&#1074;&#1083;&#1077;&#1085;&#1086; &#1089;&#1077;&#1088;&#1100;&#1077;&#1079;&#1085;&#1099;&#1093; &#1085;&#1077;&#1078;&#1077;&#1083;&#1072;&#1090;&#1077;&#1083;&#1100;&#1085;&#1099;&#1093; &#1103;&#1074;&#1083;&#1077;&#1085;&#1080;&#1081;.</p><p>&#1044;&#1072;&#1085;&#1085;&#1072;&#1103; &#1074;&#1072;&#1082;&#1094;&#1080;&#1085;&#1072; &#1077;&#1097;&#1077; &#1085;&#1077; &#1087;&#1086;&#1083;&#1091;&#1095;&#1080;&#1083;&#1072; &#1088;&#1077;&#1075;&#1080;&#1089;&#1090;&#1088;&#1072;&#1094;&#1080;&#1086;&#1085;&#1085;&#1086;&#1077; &#1091;&#1076;&#1086;&#1089;&#1090;&#1086;&#1074;&#1077;&#1088;&#1077;&#1085;&#1080;&#1077; &#1080; &#1085;&#1077; &#1087;&#1086;&#1089;&#1090;&#1091;&#1087;&#1080;&#1083;&#1072; &#1076;&#1083;&#1103; &#1084;&#1072;&#1089;&#1089;&#1086;&#1074;&#1086;&#1081; &#1074;&#1072;&#1082;&#1094;&#1080;&#1085;&#1072;&#1094;&#1080;&#1080;.&#160;</p><p><strong>&#1048;&#1089;&#1090;&#1086;&#1095;&#1085;&#1080;&#1082;:</strong> <a href=""https://&#1074;&#1072;&#1082;&#1094;&#1080;&#1085;&#1072;.&#1089;&#1090;&#1086;&#1087;&#1082;&#1086;&#1088;&#1086;&#1085;&#1072;&#1074;&#1080;&#1088;&#1091;&#1089;.&#1088;&#1092;/"" target=""_blank"">https://&#1074;&#1072;&#1082;&#1094;&#1080;&#1085;&#1072;.&#1089;&#1090;&#1086;&#1087;&#1082;&#1086;&#1088;&#1086;&#1085;&#1072;&#1074;&#1080;&#1088;&#1091;&#1089;.&#1088;&#1092;/</a></p>",,true,false,false,true,wysiwyg,muoh02ndax,COVID19 Editor,http://covid19faq.ru/l/ru/article/ehi4d3icz5-imported-vaccines-in-russia,/l/ru/article/ehi4d3icz5-imported-vaccines-in-russia,sektq6cyzf,5. Вакцинация,http://covid19faq.ru/l/ru/category/sektq6cyzf-vaccination,/l/ru/category/sektq6cyzf-vaccination,false,,API,2021-01-14T15:30:39Z,2021-01-14T15:30:39Z,2021-01-14T15:29:20Z
